date,link,title
"['2024-04-15', '2024-04-15', '2024-08-03', '2023-11-05', '2024-12-31']","['/blog/the_text_analysis_list_about_ms/', '/blog/text_analysis_code_list_about_ms/', '/blog/2024-08-03-literature-document-parsing-using-\nlarge-language-models-with-code/', '/blog/2023-11-05-xjtu-text-mining-in-ms/', '/blog/2024-12-31-measure-corporate-culture-using-\nword2vec/']","['LIST | 社科(经管)数据挖掘文献资料汇总', 'LIST| 文本分析代码资料汇总', '实验 | 使用本地大模型从论文PDF中提取结构化信息 ', '2023 | 文本分析在经管研究中的应用 ', '使用 Word2Vec 和 TF-IDF 计算五类企业文化']"
